knr,Kjonn,Alder,ContentsCode,aar,knavn,Alle Næringer,"Jordbruk, Skogbrug og Fiske",Bergverksdrift og Utvinning,Industri,"Elektrisitet, Vann og Renovasjon",Bygge- og Anleggsvirksomhet,"Varehandel, Reperasjon av Motorvogner",Transport og Lagring,Overnattings- og Servicevirksomhet,Informasjon og Kommunikasjon,Finansiering og Forsikring,"Teknisk Tjenesteyting, Eiendomsdrift",Forretningsmessig Tjenesteyting,"Off.Adm, Forsvar, Sosialforsikring",Undervisning,Helse- og Sosialtjenester,Personlig Tjenesteyting,Uoppgitt
1228,Begge Kjønn,15-74,SysselsatteArb,2011,Odda,3642,36,0,853,105,318,418,180,96,43,23,167,64,106,233,895,93,12
1228,Begge Kjønn,15-74,SysselsatteArb,2012,Odda,3652,42,0,904,101,311,370,173,73,29,17,171,69,103,223,959,94,13
1228,Begge Kjønn,15-74,SysselsatteArb,2013,Odda,3607,38,0,876,97,314,378,170,95,30,19,169,61,115,230,912,91,12
1228,Begge Kjønn,15-74,SysselsatteArb,2014,Odda,3536,33,0,838,104,316,372,154,91,24,14,169,67,122,228,897,95,12
1228,Begge Kjønn,15-74,SysselsatteArb,2015,Odda,3489,35,12,807,101,361,346,144,86,26,14,174,45,115,246,873,81,23
1228,Begge Kjønn,15-74,SysselsatteArb,2016,Odda,3540,34,19,741,104,352,365,164,100,31,6,182,39,117,253,927,84,22
1228,Begge Kjønn,15-74,SysselsatteArb,2017,Odda,3521,35,0,771,89,363,358,164,109,25,9,182,67,113,242,896,81,17
1228,Begge Kjønn,15-74,SysselsatteArb,2018,Odda,3508,34,0,813,87,345,355,154,116,34,6,182,68,116,217,880,81,20
1228,Begge Kjønn,15-74,SysselsatteArb,2019,Odda,3566,28,0,868,90,341,347,192,120,26,9,179,61,116,223,883,70,13
4618,Begge Kjønn,15-74,SysselsatteArb,2008,Ullensvang,1395,196,3,82,22,199,122,61,85,3,29,104,21,68,110,234,46,10
4618,Begge Kjønn,15-74,SysselsatteArb,2009,Ullensvang,1420,198,3,88,21,234,113,54,82,6,28,85,26,74,110,241,47,10
4618,Begge Kjønn,15-74,SysselsatteArb,2010,Ullensvang,1495,183,0,86,24,293,114,48,69,9,29,99,26,76,123,260,41,15
4618,Begge Kjønn,15-74,SysselsatteArb,2011,Ullensvang,1456,174,0,78,21,304,104,41,95,3,22,90,31,73,113,255,43,9
4618,Begge Kjønn,15-74,SysselsatteArb,2012,Ullensvang,1272,142,0,70,24,144,101,46,93,3,19,106,33,75,108,257,40,11
4618,Begge Kjønn,15-74,SysselsatteArb,2013,Ullensvang,1268,139,0,59,27,147,97,51,97,3,16,107,23,78,110,267,38,9
4618,Begge Kjønn,15-74,SysselsatteArb,2014,Ullensvang,1298,135,0,73,30,149,108,49,92,6,6,115,32,60,99,290,45,9
4618,Begge Kjønn,15-74,SysselsatteArb,2015,Ullensvang,1257,131,0,72,27,143,95,47,88,9,6,97,36,51,101,301,34,19
4618,Begge Kjønn,15-74,SysselsatteArb,2016,Ullensvang,1239,117,0,71,21,156,94,48,92,6,6,98,30,61,108,276,40,15
4618,Begge Kjønn,15-74,SysselsatteArb,2017,Ullensvang,1261,111,0,74,23,159,92,45,85,9,3,107,26,61,124,283,43,16
4618,Begge Kjønn,15-74,SysselsatteArb,2018,Ullensvang,1235,109,0,69,20,164,85,39,71,6,6,98,27,67,124,280,51,19
4618,Begge Kjønn,15-74,SysselsatteArb,2019,Ullensvang,1261,125,0,50,22,172,90,44,74,6,3,90,27,68,124,302,54,10
